No,STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,TAHSIL_CODE,TAHSIL_NAME,VILLAGE_CODE,VILLAGE_NAME,Buffaloes,Cattle,Goats,Pigs,Sheep,Cattle + Buffalo,Sheep + Goat,All
24863,29,KARNATAKA,559,Raichur,5459,Lingsugur,600455,Raidurga,202,756,982,0,1961,958,2943,3901
24981,29,KARNATAKA,559,Raichur,5461,Raichur,600883,Talmari,333,773,238,0,821,1106,1059,2165
25000,29,KARNATAKA,559,Raichur,5462,Manvi,600967,Sirwar,690,776,865,75,166,1466,1031,2572
25101,29,KARNATAKA,559,Raichur,5462,Manvi,600892,Pamankallur,181,792,355,0,1205,973,1560,2533
25118,29,KARNATAKA,559,Raichur,5461,Raichur,600809,Merched,143,795,428,47,2608,938,3036,4021
25146,29,KARNATAKA,559,Raichur,5461,Raichur,600802,Bapur,229,799,2839,56,5941,1028,8780,9864
25152,29,KARNATAKA,559,Raichur,5462,Manvi,600934,Heera,77,800,730,74,2398,877,3128,4079
25158,29,KARNATAKA,559,Raichur,5460,Devadurga,600582,Mudalagund,3,802,846,0,1879,805,2725,3530
25172,29,KARNATAKA,559,Raichur,5461,Raichur,600882,Mirzapur,384,804,963,0,1585,1188,2548,3736
25210,29,KARNATAKA,559,Raichur,5460,Devadurga,600700,Mallapur,210,813,771,0,1578,1023,2349,3372
25227,29,KARNATAKA,559,Raichur,5460,Devadurga,600691,Honkatmalli,126,817,123,0,1124,943,1247,2190
25233,29,KARNATAKA,559,Raichur,5460,Devadurga,600578,Wandli,77,818,482,0,1700,895,2182,3077
25254,29,KARNATAKA,559,Raichur,5459,Lingsugur,600497,Sante-Kellur,172,823,1110,31,2257,995,3367,4393
25359,29,KARNATAKA,559,Raichur,5459,Lingsugur,600473,Goudur,252,844,895,74,1289,1096,2184,3354
25362,29,KARNATAKA,559,Raichur,5463,Sindhnur,601092,Gunjanalli,771,844,237,0,786,1615,1023,2638
25364,29,KARNATAKA,559,Raichur,5460,Devadurga,600611,Anjal,67,845,0,0,345,912,345,1257
25371,29,KARNATAKA,559,Raichur,5460,Devadurga,600609,Nagargund,174,846,340,0,383,1020,723,1743
25417,29,KARNATAKA,559,Raichur,5463,Sindhnur,601155,Jawalgera,461,856,218,0,539,1317,757,2074
25509,29,KARNATAKA,559,Raichur,5463,Sindhnur,601216,Sasalmari,466,873,324,0,1520,1339,1844,3183
25551,29,KARNATAKA,559,Raichur,5459,Lingsugur,600457,Pai Doddi,164,884,1386,0,2280,1048,3666,4714
25575,29,KARNATAKA,559,Raichur,5459,Lingsugur,600458,Golpalli,39,891,1104,0,1354,930,2458,3388
25576,29,KARNATAKA,559,Raichur,5459,Lingsugur,600528,Hadagali,143,891,269,0,1409,1034,1678,2712
25610,29,KARNATAKA,559,Raichur,5460,Devadurga,600564,Mundargi,174,899,686,0,1789,1073,2475,3548
25647,29,KARNATAKA,559,Raichur,5462,Manvi,601032,Chikkotankal,308,909,94,0,207,1217,301,1518
25654,29,KARNATAKA,559,Raichur,5463,Sindhnur,601076,Hosshalli (K),695,910,76,0,630,1605,706,2311
25663,29,KARNATAKA,559,Raichur,5459,Lingsugur,600453,Aidbhavi,186,913,409,0,919,1099,1328,2427
25675,29,KARNATAKA,559,Raichur,5462,Manvi,600977,Gud-Dinni K,934,916,174,0,713,1850,887,2737
25781,29,KARNATAKA,559,Raichur,5462,Manvi,601034,Pannur Jagir,292,940,345,0,364,1232,709,1941
25793,29,KARNATAKA,559,Raichur,5462,Manvi,601035,Chikalparvi,292,944,345,0,366,1236,711,1947
25814,29,KARNATAKA,559,Raichur,5460,Devadurga,600704,Akalkumpi,249,951,1058,50,2861,1200,3919,5169
25821,29,KARNATAKA,559,Raichur,5462,Manvi,600964,Nakkunda,542,952,1486,60,317,1494,1803,3357
25838,29,KARNATAKA,559,Raichur,5463,Sindhnur,601057,Bommanahal-U,40,957,1532,0,4212,997,5744,6741
25857,29,KARNATAKA,559,Raichur,5459,Lingsugur,600475,Yalaghatta,195,963,610,85,989,1158,1599,2842
25869,29,KARNATAKA,559,Raichur,5460,Devadurga,600618,Kelgin Irabgera,634,967,840,0,2384,1601,3224,4825
25870,29,KARNATAKA,559,Raichur,5463,Sindhnur,601208,Salgunda,653,967,479,0,6819,1620,7298,8918
25912,29,KARNATAKA,559,Raichur,5459,Lingsugur,600413,Anahosur,327,980,483,0,2792,1307,3275,4582
25937,29,KARNATAKA,559,Raichur,5463,Sindhnur,601222,Roudkunda,1205,985,350,0,338,2190,688,2878
25941,29,KARNATAKA,559,Raichur,5463,Sindhnur,601175,Hedginhal,732,986,250,0,565,1718,815,2533
25972,29,KARNATAKA,559,Raichur,5459,Lingsugur,600466,Devar-Bhupur,204,994,1227,0,3143,1198,4370,5568
25974,29,KARNATAKA,559,Raichur,5462,Manvi,601050,Hire Kotankal,498,994,208,81,348,1492,556,2129
26006,29,KARNATAKA,559,Raichur,5459,Lingsugur,600494,Mattur,48,1001,183,0,1621,1049,1804,2853
26008,29,KARNATAKA,559,Raichur,5459,Lingsugur,600481,Anwari,260,1001,1535,267,2517,1261,4052,5580
26112,29,KARNATAKA,559,Raichur,5461,Raichur,600754,Dongarampur,510,1035,1004,92,2839,1545,3843,5480
26154,29,KARNATAKA,559,Raichur,5461,Raichur,600836,Murkidoddi,283,1051,781,0,1424,1334,2205,3539
26155,29,KARNATAKA,559,Raichur,5459,Lingsugur,600404,Gorebal,78,1052,1512,78,1423,1130,2935,4143
26159,29,KARNATAKA,559,Raichur,5463,Sindhnur,601066,Bhogapur,103,1054,834,0,1470,1157,2304,3461
26171,29,KARNATAKA,559,Raichur,5459,Lingsugur,600525,Medikinhal,388,1058,1354,60,4085,1446,5439,6945
26239,29,KARNATAKA,559,Raichur,5460,Devadurga,600613,Karegud,367,1081,529,0,1130,1448,1659,3107
26335,29,KARNATAKA,559,Raichur,5459,Lingsugur,600472,Kotha,199,1118,867,0,1284,1317,2151,3468
26343,29,KARNATAKA,559,Raichur,5460,Devadurga,600698,Benderganekal,296,1122,1487,0,1672,1418,3159,4577
26395,29,KARNATAKA,559,Raichur,5463,Sindhnur,601135,Balganur,1168,1149,224,310,5198,2317,5422,8049
26426,29,KARNATAKA,559,Raichur,5461,Raichur,600838,Masdoddi,290,1168,1689,0,3809,1458,5498,6956
26441,29,KARNATAKA,559,Raichur,5460,Devadurga,600701,Bhumangund,502,1178,3121,0,3330,1680,6451,8131
26462,29,KARNATAKA,559,Raichur,5461,Raichur,600841,Jambaldinni,358,1190,643,0,2318,1548,2961,4509
26506,29,KARNATAKA,559,Raichur,5461,Raichur,600840,Lingankhan Doddi,220,1216,216,0,382,1436,598,2034
26508,29,KARNATAKA,559,Raichur,5460,Devadurga,600654,Khanapur,276,1217,661,0,1665,1493,2326,3819
26538,29,KARNATAKA,559,Raichur,5462,Manvi,600995,Neermanvi,809,1231,1274,18,452,2040,1726,3784
26589,29,KARNATAKA,559,Raichur,5460,Devadurga,600621,Sasvigera,130,1266,836,0,1181,1396,2017,3413
26598,29,KARNATAKA,559,Raichur,5463,Sindhnur,601079,Gandhinagar,2117,1272,359,0,2553,3389,2912,6301
26602,29,KARNATAKA,559,Raichur,5459,Lingsugur,600450,Gonwatla,76,1278,1367,0,1891,1354,3258,4612
26604,29,KARNATAKA,559,Raichur,5461,Raichur,600855,Kothdoddi,315,1278,437,0,1413,1593,1850,3443
26618,29,KARNATAKA,559,Raichur,5461,Raichur,600795,Maliabad,671,1287,1102,0,2381,1958,3483,5441
26654,29,KARNATAKA,559,Raichur,5463,Sindhnur,601058,Ratanapur,95,1313,1258,0,5165,1408,6423,7831
26684,29,KARNATAKA,559,Raichur,5459,Lingsugur,600460,Bandebhavi,119,1340,1918,0,4934,1459,6852,8311
26709,29,KARNATAKA,559,Raichur,5462,Manvi,600982,Madagiri,794,1359,581,49,467,2153,1048,3250
26750,29,KARNATAKA,559,Raichur,5459,Lingsugur,600403,Halbhavi,126,1391,1055,60,2568,1517,3623,5200
26794,29,KARNATAKA,559,Raichur,5462,Manvi,600941,Kowtal,1130,1430,1416,122,4262,2560,5678,8360
26829,29,KARNATAKA,559,Raichur,5463,Sindhnur,601214,Gorebal,1132,1477,385,0,495,2609,880,3489
26876,29,KARNATAKA,559,Raichur,5460,Devadurga,600706,Alkod,288,1541,4089,0,1259,1829,5348,7177
26894,29,KARNATAKA,559,Raichur,5460,Devadurga,600670,Gabbur,353,1555,3971,260,4542,1908,8513,10681
26916,29,KARNATAKA,559,Raichur,5460,Devadurga,600538,Chinchodi,195,1585,534,0,564,1780,1098,2878
26918,29,KARNATAKA,559,Raichur,5460,Devadurga,600676,Kothdoddi,678,1587,999,0,8659,2265,9658,11923
26925,29,KARNATAKA,559,Raichur,5462,Manvi,600999,Kurdi,324,1595,1647,74,3042,1919,4689,6682
26943,29,KARNATAKA,559,Raichur,5459,Lingsugur,600520,Maski,1062,1618,3703,1300,4919,2680,8622,12602
26958,29,KARNATAKA,559,Raichur,5460,Devadurga,600537,Bunkaldoddi,217,1642,802,0,1201,1859,2003,3862
26984,29,KARNATAKA,559,Raichur,5462,Manvi,600963,Bagalwad,1411,1711,1021,105,3119,3122,4140,7367
27040,29,KARNATAKA,559,Raichur,5460,Devadurga,600632,Masarkal,435,1860,783,85,1056,2295,1839,4219
27047,29,KARNATAKA,559,Raichur,5461,Raichur,600880,Idapnur,313,1876,1268,369,368,2189,1636,4194
27067,29,KARNATAKA,559,Raichur,5462,Manvi,600984,Kallur,959,1942,1070,281,152,2901,1222,4404
27103,29,KARNATAKA,559,Raichur,5460,Devadurga,600697,Arkera,465,2137,3681,0,2373,2602,6054,8656
27104,29,KARNATAKA,559,Raichur,5461,Raichur,600839,Julamgera,632,2148,1312,0,3322,2780,4634,7414
27118,29,KARNATAKA,559,Raichur,5460,Devadurga,600584,Galag,183,2213,1846,0,5092,2396,6938,9334
27144,29,KARNATAKA,559,Raichur,5459,Lingsugur,600459,Yarjanti,318,2374,2868,0,4594,2692,7462,10154
27177,29,KARNATAKA,559,Raichur,5459,Lingsugur,600464,Gurgunta,555,2634,2560,262,6785,3189,9345,12796
27200,29,KARNATAKA,559,Raichur,5463,Sindhnur,601074,Turvihal,670,2982,553,295,1339,3652,1892,5839
27206,29,KARNATAKA,559,Raichur,5463,Sindhnur,601215,Shanthinagar,3553,3169,88,0,0,6722,88,6810
27237,29,KARNATAKA,559,Raichur,5463,Sindhnur,601197,Sindhnur (Rural),2751,9855,793,0,2945,12606,3738,16344
105,29,KARNATAKA,560,Koppal,5466,Gangawati,601627,Krishnapur,0,4,0,0,0,4,0,4
149,29,KARNATAKA,560,Koppal,5467,Koppal,601806,Hosahalli,0,5,0,0,0,5,0,5
217,29,KARNATAKA,560,Koppal,5467,Koppal,601854,Bullapur,4,6,0,0,0,10,0,10
285,29,KARNATAKA,560,Koppal,5467,Koppal,601829,Sulthanpur,0,8,0,0,16,8,16,24
340,29,KARNATAKA,560,Koppal,5466,Gangawati,601636,Singangund,25,9,11,0,35,34,46,80
591,29,KARNATAKA,560,Koppal,5467,Koppal,601844,Ayodhya,0,16,0,0,0,16,0,16
672,29,KARNATAKA,560,Koppal,5467,Koppal,601761,Rudrapura,7,17,0,0,3,24,3,27
686,29,KARNATAKA,560,Koppal,5466,Gangawati,601616,Laxmipur,19,17,113,0,37,36,150,186
898,29,KARNATAKA,560,Koppal,5467,Koppal,601857,Munirabad (Rural),41,22,103,0,12,63,115,178
1011,29,KARNATAKA,560,Koppal,5467,Koppal,601826,Amarapur,2,25,3,0,28,27,31,58
1108,29,KARNATAKA,560,Koppal,5467,Koppal,601740,Kampli,3,27,14,0,0,30,14,44
1194,29,KARNATAKA,560,Koppal,5467,Koppal,601789,Achartimmapur,2,29,36,0,30,31,66,97
1206,29,KARNATAKA,560,Koppal,5466,Gangawati,601631,Nagarhalli,9,29,10,0,0,38,10,48
1485,29,KARNATAKA,560,Koppal,5467,Koppal,601845,Attivatti,12,35,0,0,23,47,23,70
1605,29,KARNATAKA,560,Koppal,5464,Yelbarga,601347,Harishankerbandi,3,38,25,0,7,41,32,73
1686,29,KARNATAKA,560,Koppal,5466,Gangawati,601621,Virupapuragaddi,79,39,140,0,92,118,232,350
1802,29,KARNATAKA,560,Koppal,5466,Gangawati,601618,Tirmalapur,12,42,7,13,5,54,12,79
1955,29,KARNATAKA,560,Koppal,5466,Gangawati,601695,Krishnapur,67,45,0,0,0,112,0,112
1990,29,KARNATAKA,560,Koppal,5467,Koppal,601843,Narayanpet,23,46,0,0,7,69,7,76
2097,29,KARNATAKA,560,Koppal,5466,Gangawati,601671,Bhairapura,10,48,70,0,287,58,357,415
2123,29,KARNATAKA,560,Koppal,5466,Gangawati,601620,Anjanhalli,137,48,199,16,152,185,351,552
2195,29,KARNATAKA,560,Koppal,5467,Koppal,601747,Devlapur,12,50,9,0,71,62,80,142
2201,29,KARNATAKA,560,Koppal,5466,Gangawati,601563,Chikka Wadderkal,15,50,0,0,42,65,42,107
2260,29,KARNATAKA,560,Koppal,5464,Yelbarga,601252,Lagalur,14,51,8,0,20,65,28,93
2475,29,KARNATAKA,560,Koppal,5467,Koppal,601811,Mudlapur,50,55,26,0,165,105,191,296
2567,29,KARNATAKA,560,Koppal,5465,Kushtagi,601386,Masbinkurbanhal,3,57,38,0,239,60,277,337
2613,29,KARNATAKA,560,Koppal,5466,Gangawati,601617,Rangapur,95,57,448,0,64,152,512,664
2663,29,KARNATAKA,560,Koppal,5466,Gangawati,601658,Bunhatti,41,58,286,0,554,99,840,939
2825,29,KARNATAKA,560,Koppal,5466,Gangawati,601668,Hatti,20,61,45,0,171,81,216,297
2885,29,KARNATAKA,560,Koppal,5466,Gangawati,601622,Hanmanhalli,59,62,93,0,32,121,125,246
3100,29,KARNATAKA,560,Koppal,5465,Kushtagi,601482,Mankalkeri,12,66,12,0,27,78,39,117
3151,29,KARNATAKA,560,Koppal,5466,Gangawati,601661,Kyarihal,5,67,37,0,70,72,107,179
3377,29,KARNATAKA,560,Koppal,5466,Gangawati,601623,Chickrampur,71,70,104,0,35,141,139,280
3608,29,KARNATAKA,560,Koppal,5464,Yelbarga,601349,Gorelekoppa,33,74,24,0,51,107,75,182
3683,29,KARNATAKA,560,Koppal,5466,Gangawati,601633,Vipra,87,75,82,0,18,162,100,262
3699,29,KARNATAKA,560,Koppal,5464,Yelbarga,601372,Chitapur,4,76,146,0,7,80,153,233
3737,29,KARNATAKA,560,Koppal,5466,Gangawati,601637,Basvandurg,94,76,17,0,72,170,89,259
4111,29,KARNATAKA,560,Koppal,5464,Yelbarga,601363,Mannapur,37,82,323,0,918,119,1241,1360
4167,29,KARNATAKA,560,Koppal,5464,Yelbarga,601328,Tipparasanhalu,19,83,140,0,396,102,536,638
4640,29,KARNATAKA,560,Koppal,5465,Kushtagi,601446,Malkapur,43,90,115,0,165,133,280,413
5094,29,KARNATAKA,560,Koppal,5464,Yelbarga,601361,Talbal,12,97,246,0,661,109,907,1016
5146,29,KARNATAKA,560,Koppal,5464,Yelbarga,601369,Advihalli,7,98,195,0,854,105,1049,1154
5182,29,KARNATAKA,560,Koppal,5467,Koppal,601748,Kalkera,56,98,57,0,251,154,308,462
5192,29,KARNATAKA,560,Koppal,5467,Koppal,601723,Mainahalli,120,98,79,0,752,218,831,1049
5388,29,KARNATAKA,560,Koppal,5467,Koppal,601770,Horthatanhal,66,101,50,0,805,167,855,1022
5607,29,KARNATAKA,560,Koppal,5467,Koppal,601725,Murlapur,37,105,768,0,150,142,918,1060
5611,29,KARNATAKA,560,Koppal,5464,Yelbarga,601291,Uppaldinni,48,105,102,0,273,153,375,528
5652,29,KARNATAKA,560,Koppal,5467,Koppal,601842,Rajarampet,22,106,125,0,83,128,208,336
5714,29,KARNATAKA,560,Koppal,5464,Yelbarga,601357,Gavarhal,7,107,62,0,706,114,768,882
5798,29,KARNATAKA,560,Koppal,5465,Kushtagi,601402,Timmanhatti,14,108,60,0,113,122,173,295
6020,29,KARNATAKA,560,Koppal,5467,Koppal,601859,Holemudlapur,56,111,20,0,35,167,55,222
6067,29,KARNATAKA,560,Koppal,5465,Kushtagi,601491,Hosur(K),30,112,65,0,23,142,88,230
6134,29,KARNATAKA,560,Koppal,5465,Kushtagi,601498,Gorvarbenchamatti,30,113,27,0,384,143,411,554
6260,29,KARNATAKA,560,Koppal,5465,Kushtagi,601486,Gonhal(K),35,115,50,0,5,150,55,205
6280,29,KARNATAKA,560,Koppal,5467,Koppal,601774,Huvinhal,133,115,21,0,560,248,581,829
6402,29,KARNATAKA,560,Koppal,5464,Yelbarga,601346,Kakkihalli,52,117,49,0,83,169,132,301
6449,29,KARNATAKA,560,Koppal,5467,Koppal,601830,Chandragiri,13,118,92,0,314,131,406,537
6455,29,KARNATAKA,560,Koppal,5465,Kushtagi,601500,Madalgatti,25,118,33,0,174,143,207,350
6506,29,KARNATAKA,560,Koppal,5466,Gangawati,601640,Kesakihanchnal,7,119,117,0,451,126,568,694
6846,29,KARNATAKA,560,Koppal,5466,Gangawati,601662,Sankanhal,55,123,0,0,32,178,32,210
6910,29,KARNATAKA,560,Koppal,5465,Kushtagi,601419,Kadoor,57,124,65,0,231,181,296,477
7009,29,KARNATAKA,560,Koppal,5467,Koppal,601814,Taad Kanakapur,114,125,71,0,596,239,667,906
7074,29,KARNATAKA,560,Koppal,5464,Yelbarga,601351,Bhatpanhalli,104,126,230,0,651,230,881,1111
7097,29,KARNATAKA,560,Koppal,5465,Kushtagi,601485,Basapur(M),5,127,194,0,262,132,456,588
7173,29,KARNATAKA,560,Koppal,5466,Gangawati,601559,Varankhed,2,128,20,0,92,130,112,242
7424,29,KARNATAKA,560,Koppal,5467,Koppal,601813,Budsettinhal,90,131,78,0,444,221,522,743
7597,29,KARNATAKA,560,Koppal,5464,Yelbarga,601267,Matrangi,16,134,59,0,157,150,216,366
7808,29,KARNATAKA,560,Koppal,5465,Kushtagi,601411,Chickgonnagar,25,137,57,0,183,162,240,402
7902,29,KARNATAKA,560,Koppal,5467,Koppal,601841,Basapur,117,138,132,0,95,255,227,482
7918,29,KARNATAKA,560,Koppal,5465,Kushtagi,601536,Chickmukrtinhal,0,139,127,0,543,139,670,809
7970,29,KARNATAKA,560,Koppal,5464,Yelbarga,601233,Sompur,98,139,31,0,0,237,31,268
8048,29,KARNATAKA,560,Koppal,5466,Gangawati,601628,Sanapur,136,140,231,0,92,276,323,599
8086,29,KARNATAKA,560,Koppal,5464,Yelbarga,601362,Ningapur,50,141,347,0,843,191,1190,1381
8139,29,KARNATAKA,560,Koppal,5467,Koppal,601809,Wadderhatti,22,142,11,0,216,164,227,391
8150,29,KARNATAKA,560,Koppal,5466,Gangawati,601657,Yettinhatti,40,142,101,0,56,182,157,339
8345,29,KARNATAKA,560,Koppal,5464,Yelbarga,601241,Kadbalkatti,35,145,22,0,0,180,22,202
8350,29,KARNATAKA,560,Koppal,5465,Kushtagi,601421,Huchnoor,50,145,130,0,182,195,312,507
8354,29,KARNATAKA,560,Koppal,5467,Koppal,601722,Bikanhalli,58,145,151,0,540,203,691,894
8432,29,KARNATAKA,560,Koppal,5467,Koppal,601765,Kidadhal,68,146,81,0,602,214,683,897
8433,29,KARNATAKA,560,Koppal,5464,Yelbarga,601231,Katral,74,146,144,0,337,220,481,701
8596,29,KARNATAKA,560,Koppal,5464,Yelbarga,601331,Muthalu,48,149,68,0,93,197,161,358
8658,29,KARNATAKA,560,Koppal,5464,Yelbarga,601305,Hanmapur,42,150,83,0,322,192,405,597
8765,29,KARNATAKA,560,Koppal,5466,Gangawati,601582,Chikka Khed,13,152,102,0,286,165,388,553
8794,29,KARNATAKA,560,Koppal,5464,Yelbarga,601360,Bhanapur,65,152,31,0,0,217,31,248
8904,29,KARNATAKA,560,Koppal,5465,Kushtagi,601489,Rampur(Jagir),50,154,148,0,294,204,442,646
8916,29,KARNATAKA,560,Koppal,5465,Kushtagi,601423,Puratageri,84,154,136,0,361,238,497,735
8989,29,KARNATAKA,560,Koppal,5467,Koppal,601712,Hanwal,85,155,180,0,518,240,698,938
8991,29,KARNATAKA,560,Koppal,5467,Koppal,601783,Mellikeri,91,155,52,0,343,246,395,641
9046,29,KARNATAKA,560,Koppal,5464,Yelbarga,601249,Makkahalli,51,156,39,0,343,207,382,589
9055,29,KARNATAKA,560,Koppal,5467,Koppal,601727,Ghatreddihal,98,156,263,0,64,254,327,581
9058,29,KARNATAKA,560,Koppal,5467,Koppal,601752,Yettinhatti,119,156,161,0,218,275,379,654
9219,29,KARNATAKA,560,Koppal,5465,Kushtagi,601474,Jalihal,66,159,248,0,214,225,462,687
9301,29,KARNATAKA,560,Koppal,5464,Yelbarga,601300,Bukkanhatti,13,161,71,0,553,174,624,798
9420,29,KARNATAKA,560,Koppal,5464,Yelbarga,601323,Kavalkere,9,163,378,0,383,172,761,933
9524,29,KARNATAKA,560,Koppal,5464,Yelbarga,601341,Dyampur,120,164,201,0,982,284,1183,1467
9556,29,KARNATAKA,560,Koppal,5467,Koppal,601801,Gosaldoddi,25,165,120,0,1226,190,1346,1536
9620,29,KARNATAKA,560,Koppal,5467,Koppal,601730,Raghunathanhalli,33,166,261,0,676,199,937,1136
9624,29,KARNATAKA,560,Koppal,5466,Gangawati,601609,Gaddi,38,166,87,0,46,204,133,337
9669,29,KARNATAKA,560,Koppal,5465,Kushtagi,601384,Nirlakoppa,11,167,13,0,65,178,78,256
9670,29,KARNATAKA,560,Koppal,5464,Yelbarga,601336,Chendinhal,16,167,128,0,321,183,449,632
9846,29,KARNATAKA,560,Koppal,5465,Kushtagi,601478,Nadavalkoppa,31,170,113,0,555,201,668,869
9869,29,KARNATAKA,560,Koppal,5467,Koppal,601838,Kerihalli,70,170,247,0,119,240,366,606
9876,29,KARNATAKA,560,Koppal,5467,Koppal,601771,Gunhalli,103,170,167,0,445,273,612,885
9881,29,KARNATAKA,560,Koppal,5466,Gangawati,601638,Ramdurg,183,170,52,0,77,353,129,482
9907,29,KARNATAKA,560,Koppal,5466,Gangawati,601600,Arlahalli,35,171,45,0,0,206,45,251
10016,29,KARNATAKA,560,Koppal,5465,Kushtagi,601522,Umlirampur,10,173,175,0,951,183,1126,1309
10057,29,KARNATAKA,560,Koppal,5467,Koppal,601768,Kolur,85,173,84,0,299,258,383,641
10064,29,KARNATAKA,560,Koppal,5465,Kushtagi,601472,Kudloor,121,173,144,0,169,294,313,607
10097,29,KARNATAKA,560,Koppal,5464,Yelbarga,601277,Vanjabhavi,37,174,62,0,68,211,130,341
10183,29,KARNATAKA,560,Koppal,5464,Yelbarga,601340,Chiken Koppa,72,175,446,0,752,247,1198,1445
10231,29,KARNATAKA,560,Koppal,5464,Yelbarga,601287,Mandalmari,26,176,229,0,599,202,828,1030
10464,29,KARNATAKA,560,Koppal,5464,Yelbarga,601246,Boon Koppa,41,180,30,0,252,221,282,503
10519,29,KARNATAKA,560,Koppal,5467,Koppal,601732,Hydernagar,31,181,124,0,586,212,710,922
10672,29,KARNATAKA,560,Koppal,5467,Koppal,601794,Uplapur,3,184,29,0,615,187,644,831
10681,29,KARNATAKA,560,Koppal,5465,Kushtagi,601475,Matur,18,184,43,0,79,202,122,324
10690,29,KARNATAKA,560,Koppal,5464,Yelbarga,601314,Budgumpi,31,184,80,0,411,215,491,706
10882,29,KARNATAKA,560,Koppal,5466,Gangawati,601577,Jalihuda,19,187,97,0,553,206,650,856
11067,29,KARNATAKA,560,Koppal,5465,Kushtagi,601513,Nagarhal,26,190,113,0,292,216,405,621
11138,29,KARNATAKA,560,Koppal,5465,Kushtagi,601437,Develapur,34,191,104,0,378,225,482,707
11140,29,KARNATAKA,560,Koppal,5464,Yelbarga,601272,Gule,40,191,89,0,162,231,251,482
11141,29,KARNATAKA,560,Koppal,5464,Yelbarga,601367,Male Koppa,43,191,232,0,992,234,1224,1458
11189,29,KARNATAKA,560,Koppal,5467,Koppal,601839,Achalapur,14,192,36,0,122,206,158,364
11341,29,KARNATAKA,560,Koppal,5466,Gangawati,601630,Hosalli,301,194,85,0,52,495,137,632
11366,29,KARNATAKA,560,Koppal,5464,Yelbarga,601270,Putakmari,47,195,329,0,640,242,969,1211
11371,29,KARNATAKA,560,Koppal,5464,Yelbarga,601244,Hagedhal,56,195,95,0,605,251,700,951
11456,29,KARNATAKA,560,Koppal,5467,Koppal,601750,Chilwadgi,110,196,67,0,382,306,449,755
11494,29,KARNATAKA,560,Koppal,5464,Yelbarga,601309,Narsapur,25,197,109,0,588,222,697,919
11500,29,KARNATAKA,560,Koppal,5465,Kushtagi,601484,Ryawanki,40,197,69,0,159,237,228,465
11550,29,KARNATAKA,560,Koppal,5467,Koppal,601718,Chiksindogi,35,198,118,0,495,233,613,846
11716,29,KARNATAKA,560,Koppal,5465,Kushtagi,601436,Mudhotagi,23,201,123,0,245,224,368,592
11748,29,KARNATAKA,560,Koppal,5465,Kushtagi,601531,Vithalapur,142,201,202,0,511,343,713,1056
11797,29,KARNATAKA,560,Koppal,5466,Gangawati,601641,Guldal,95,202,32,0,117,297,149,446
11829,29,KARNATAKA,560,Koppal,5466,Gangawati,601569,Parapur,18,203,85,0,496,221,581,802
11831,29,KARNATAKA,560,Koppal,5464,Yelbarga,601344,Chanpanhalli,25,203,111,0,182,228,293,521
11945,29,KARNATAKA,560,Koppal,5465,Kushtagi,601550,Hongaddi,17,205,68,0,154,222,222,444
11996,29,KARNATAKA,560,Koppal,5464,Yelbarga,601356,Nittali,43,206,100,0,358,249,458,707
12015,29,KARNATAKA,560,Koppal,5467,Koppal,601772,Chukankal,152,206,289,0,421,358,710,1068
12036,29,KARNATAKA,560,Koppal,5467,Koppal,601855,Kampasagar,30,207,71,0,73,237,144,381
12052,29,KARNATAKA,560,Koppal,5465,Kushtagi,601420,Yerigonhal,81,207,270,0,401,288,671,959
12055,29,KARNATAKA,560,Koppal,5465,Kushtagi,601410,Varikal,97,207,198,0,803,304,1001,1305
12194,29,KARNATAKA,560,Koppal,5465,Kushtagi,601398,Gadchinti,42,210,140,0,395,252,535,787
12198,29,KARNATAKA,560,Koppal,5467,Koppal,601756,Kutganhalli,60,210,37,0,279,270,316,586
12215,29,KARNATAKA,560,Koppal,5467,Koppal,601749,Hatti,121,210,47,0,480,331,527,858
12235,29,KARNATAKA,560,Koppal,5467,Koppal,601715,Katrahalli,9,211,162,0,500,220,662,882
12301,29,KARNATAKA,560,Koppal,5464,Yelbarga,601337,Honhunashi,19,212,149,120,121,231,270,621
12414,29,KARNATAKA,560,Koppal,5464,Yelbarga,601342,Rajoor,116,214,104,0,328,330,432,762
12508,29,KARNATAKA,560,Koppal,5465,Kushtagi,601538,Mettinhal,27,216,78,0,503,243,581,824
12591,29,KARNATAKA,560,Koppal,5467,Koppal,601769,Mangalapur,190,217,32,0,49,407,81,488
12612,29,KARNATAKA,560,Koppal,5467,Koppal,601835,Halekunta,17,218,119,0,102,235,221,456
12629,29,KARNATAKA,560,Koppal,5467,Koppal,601767,Dadegal,76,218,264,0,305,294,569,863
12662,29,KARNATAKA,560,Koppal,5465,Kushtagi,601544,Hadagli,16,219,101,0,467,235,568,803
12682,29,KARNATAKA,560,Koppal,5465,Kushtagi,601469,Banhatti,71,219,89,0,154,290,243,533
12741,29,KARNATAKA,560,Koppal,5464,Yelbarga,601232,Sirgumpi,132,220,161,0,597,352,758,1110
12773,29,KARNATAKA,560,Koppal,5465,Kushtagi,601518,Kidadur,37,221,387,0,596,258,983,1241
12799,29,KARNATAKA,560,Koppal,5466,Gangawati,601700,Kottankal,168,221,78,0,633,389,711,1100
12825,29,KARNATAKA,560,Koppal,5467,Koppal,601799,Kodadhal,30,222,29,0,54,252,83,335
